,test_loss,layer,residual_cells,exponent,learning_rate,dropout_first,dropout_middle,dropout_last,activation_function,alpha,batch_size,epochs
284,0.0035769127589184483,9,1,8,1e-06,0.2,0.5,0.2,elu,1.0,32,200
285,0.0035784026818393815,12,1,6,1e-06,0.5,0.0,0.5,tanh,1.0,16,200
286,0.003586766745636835,9,1,8,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
287,0.003587194484976571,12,1,8,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
288,0.0035905800624048967,9,2,6,1e-06,0.5,0.0,0.2,elu,1.0,32,200
289,0.003591415586136328,9,2,8,1e-06,0.2,0.5,0.2,elu,1.0,16,200
290,0.0036028931296218335,12,1,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
291,0.0036032288067288218,9,2,6,1e-06,0.2,0.2,0.5,elu,1.0,16,200
292,0.0036074540482178854,9,1,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
293,0.0036100298800141968,9,1,6,1e-06,0.5,0.0,0.5,tanh,1.0,16,200
294,0.0036199203079445843,12,1,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
295,0.0036231933949419375,9,2,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
296,0.0036232526098003226,12,2,6,1e-06,0.5,0.0,0.5,elu,1.0,32,200
297,0.0036279514735958643,12,1,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
298,0.003628684688057947,9,1,8,1e-06,0.2,0.5,0.5,elu,1.0,32,200
299,0.003638976830889217,9,1,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
300,0.0036390836413980735,12,2,8,1e-06,0.2,0.0,0.5,elu,1.0,128,200
301,0.003639790195646599,12,2,8,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
302,0.003640026069766865,12,1,6,1e-06,0.5,0.0,0.2,tanh,1.0,16,200
303,0.0036443440041042468,12,1,6,1e-06,0.2,0.2,0.5,elu,1.0,16,200
304,0.0036463087808205094,12,1,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
305,0.0036645668801218367,9,1,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
306,0.003691562196793983,12,2,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
307,0.003692232541083447,9,1,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
308,0.003693189313581111,9,2,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
309,0.00369567277669099,9,1,6,1e-06,0.2,0.2,0.5,elu,1.0,16,200
310,0.0037156145315741813,9,1,6,1e-06,0.5,0.0,0.2,elu,1.0,32,200
311,0.0037183354730642494,12,1,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
312,0.0037360586831515627,12,1,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
313,0.0037394300337558455,9,2,6,1e-06,0.5,0.0,0.5,elu,1.0,32,200
314,0.003740470296081242,9,2,8,1e-06,0.2,0.5,0.5,elu,1.0,16,200
315,0.00376067387084437,9,2,6,1e-06,0.5,0.0,0.2,tanh,1.0,32,200
316,0.0037628259393782133,12,1,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
317,0.003762884615689625,12,1,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
318,0.0037707081211935632,9,1,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
319,0.0037752465629012962,9,1,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
320,0.0037850978209112967,12,1,6,1e-06,0.5,0.0,0.2,elu,1.0,32,200
321,0.003789704895035239,12,0,8,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
322,0.0037897074868556094,12,0,8,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
323,0.0037939101640483033,9,1,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
324,0.0038003487505783953,6,0,6,1e-06,0.2,0.2,0.2,elu,1.0,16,1000
325,0.0038080367237743186,12,1,6,1e-06,0.5,0.0,0.5,elu,1.0,32,200
326,0.0038116638325953844,12,2,8,1e-06,0.2,0.5,0.2,elu,1.0,16,200
327,0.003814359318811321,12,0,8,1e-06,0.5,0.2,0.5,elu,1.0,32,200
328,0.003814428740367189,12,0,8,1e-06,0.5,0.2,0.2,elu,1.0,32,200
329,0.003835919744192251,9,1,6,1e-06,0.5,0.0,0.5,elu,1.0,32,200
330,0.003838671128074794,12,1,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
331,0.0038396595627333673,12,1,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
332,0.0038595340468497385,9,1,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
333,0.003864793766440435,9,2,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
334,0.003865752043510101,9,1,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
335,0.003892199591608292,12,2,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
909,0.003898525833471764,34,1,8,1e-06,0.0,0.0,0.0,elu,1.0,16,200
336,0.0039006796640241735,9,2,6,1e-06,0.5,0.0,0.5,tanh,1.0,32,200
337,0.003905201471411945,9,1,6,1e-06,0.5,0.0,0.2,tanh,1.0,32,200
338,0.003920484867748175,12,1,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
339,0.0039262741202648055,12,2,6,1e-06,0.5,0.0,0.2,tanh,1.0,32,200
340,0.003933469925526122,9,1,6,1e-06,0.5,0.0,0.5,tanh,1.0,32,200
341,0.003940354435891501,9,1,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
342,0.003950209679281135,12,2,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
343,0.003951207808330656,9,2,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
344,0.0039515330597038895,12,1,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
346,0.003953617274654609,9,0,6,1e-06,0.2,0.2,0.2,elu,1.0,16,200
345,0.003953617274654609,9,0,6,1e-06,0.2,0.2,0.5,elu,1.0,16,200
347,0.0039550280653367145,12,2,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
348,0.003956869099646817,12,1,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
349,0.0039579298772016176,9,0,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
350,0.003958681795242422,9,0,8,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
351,0.0039727286270505755,12,2,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
352,0.0039738395759457215,12,1,6,1e-06,0.5,0.0,0.5,tanh,1.0,32,200
353,0.003989166908443362,9,2,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
354,0.003993777377745388,9,2,8,1e-06,0.2,0.5,0.2,elu,1.0,32,200
355,0.0039973301737342174,12,1,6,1e-06,0.5,0.0,0.2,tanh,1.0,32,200
356,0.0040052994943619935,12,2,8,1e-06,0.2,0.5,0.5,elu,1.0,16,200
357,0.0040105030908640935,9,2,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
358,0.004034510631033121,12,1,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
359,0.0040407927451366725,9,1,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
360,0.004043635907899697,12,2,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
361,0.0040514146702340225,9,1,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
362,0.004055030094159468,12,1,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
363,0.004057689901695118,12,2,6,1e-06,0.5,0.0,0.5,tanh,1.0,32,200
364,0.004057722316039032,9,1,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
365,0.004072560126012854,12,2,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
366,0.004083700978756685,9,1,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
367,0.004086165443666935,9,1,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
368,0.004105953459843636,9,2,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
369,0.0041316050351133966,9,2,8,1e-06,0.2,0.5,0.5,elu,1.0,32,200
370,0.0041425977768260545,9,2,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
371,0.004149932868714025,12,1,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
372,0.004165015747607784,9,1,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
373,0.004167408184830108,9,0,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
374,0.004167439147799185,9,0,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
375,0.004170858262479638,9,1,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
376,0.004174619632166982,12,1,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
377,0.004199461333081449,12,0,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
378,0.004199515817839686,12,0,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
379,0.004201078355731108,9,0,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
380,0.0042010856477501645,9,0,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
381,0.004204372732598568,12,1,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
382,0.004216737630658804,9,0,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
383,0.004216737630658804,9,0,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
385,0.004232346273926586,9,0,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
384,0.004232346273926586,9,0,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
386,0.004235867219228304,9,0,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
387,0.004235881359964513,9,0,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
388,0.004236093826248413,9,1,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
389,0.004240164129702471,12,1,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
390,0.004240196369487776,12,0,8,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
391,0.0042415658355325824,12,0,8,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
392,0.004246169038955335,12,1,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
393,0.004279395963365118,12,0,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
394,0.004279435429313235,12,0,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
395,0.004303233187461854,9,2,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
396,0.004304045532554631,12,2,8,1e-06,0.2,0.5,0.2,elu,1.0,32,200
397,0.004307544530299248,12,2,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
398,0.004310573305936503,9,1,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
399,0.004312719276391268,9,2,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
400,0.004317320857988688,12,1,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
401,0.004317620151020419,9,1,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
402,0.00431945893565879,9,1,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
403,0.004337763463257489,12,1,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
404,0.004361400879462829,12,1,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
405,0.004372766867943372,9,1,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
406,0.004390029862559109,9,1,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
408,0.004395858886621975,9,0,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
407,0.004395858886621975,9,0,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
409,0.0043995276335119715,9,1,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
410,0.004400997312500617,9,2,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
411,0.004405344902888079,9,1,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
412,0.004408853832208187,12,1,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
413,0.0044310535392684,12,0,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
414,0.0044310535392684,12,0,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
415,0.0044393541001686,12,1,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
416,0.0044766729488785175,12,0,6,1e-06,0.2,0.2,0.5,elu,1.0,16,200
417,0.0044766729488785175,12,0,6,1e-06,0.2,0.2,0.2,elu,1.0,16,200
418,0.004481405102671493,12,2,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
419,0.004484264978152761,9,2,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
420,0.00448946870380651,12,2,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
421,0.00449194258024701,9,0,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
422,0.00449194258024701,9,0,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
423,0.004500564248635449,12,1,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
424,0.0045025703365879,12,2,8,1e-06,0.2,0.5,0.5,elu,1.0,32,200
425,0.004537733811784183,9,0,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
426,0.004537733811784183,9,0,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
427,0.004539696582223421,12,1,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
428,0.004577460036789318,9,1,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
429,0.004582125739729711,12,0,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
430,0.004582125739729711,12,0,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
431,0.004586401287438722,9,0,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
432,0.004586401287438722,9,0,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
433,0.004604568168571638,9,2,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
434,0.0046071837058531215,12,2,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
435,0.004613643734904323,12,1,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
436,0.004615351619987714,12,1,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
437,0.004615681341755654,9,2,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
438,0.00462056639950017,12,1,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
439,0.004631805938282204,9,1,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
440,0.004632629522403171,9,0,8,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
441,0.004632629522403171,9,0,8,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
442,0.004670456780528855,9,1,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
443,0.004673676072793206,12,2,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
444,0.0046850646281543715,12,2,8,1e-06,0.2,0.0,0.5,elu,1.0,256,200
445,0.0047175775541230935,9,2,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
446,0.0047281862565789114,9,1,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
447,0.00473016268208854,12,1,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
448,0.004737778503632114,12,2,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
449,0.004756478308340758,9,1,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
450,0.0047654055400039716,9,2,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
451,0.0047791030050189035,12,2,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
452,0.00478196587617752,9,2,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
453,0.004799758132292161,9,2,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
454,0.004801606354525661,12,2,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
455,0.004810067409161068,9,1,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
456,0.00482382905093054,12,2,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
457,0.004928478419667174,9,1,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
459,0.004929124552704039,12,0,6,1e-06,0.2,0.2,0.5,elu,1.0,32,200
458,0.004929124552704039,12,0,6,1e-06,0.2,0.2,0.2,elu,1.0,32,200
460,0.004941690748035842,9,1,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
461,0.005029396661108103,12,1,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
462,0.0050448862403052784,12,1,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
463,0.005044932569586542,12,2,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
464,0.005048757539555707,9,2,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
465,0.005053322082948899,12,2,8,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
466,0.005077527809476593,9,1,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
467,0.005107503707841804,12,2,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
468,0.0051165160236255215,9,0,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
469,0.005116724586067096,9,0,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
470,0.0051280388469034715,9,2,8,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
471,0.00513373503651254,9,1,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
472,0.005147357988305829,12,1,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
473,0.005148320730681289,12,0,8,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
474,0.005148320730681289,12,0,8,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
475,0.005153824704991594,12,2,8,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
476,0.005154246751892924,9,2,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
477,0.00519809760557504,12,1,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
478,0.005198220635088632,9,2,8,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
479,0.005211702456952202,9,1,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
480,0.0052198911822760475,9,1,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
481,0.005321587513217999,12,2,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
482,0.005322030114051624,12,2,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
483,0.005332009471649397,9,2,8,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
484,0.0053331933371068615,12,1,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
485,0.0053431761253108214,9,1,8,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
486,0.005359183544264731,9,2,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
488,0.00539562411154555,9,0,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
487,0.00539562411154555,9,0,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
489,0.005403273895754714,9,0,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
490,0.005403374168712146,9,0,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
491,0.0054296198330567634,9,1,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
492,0.005436858698824801,12,2,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
493,0.005442038275989991,12,2,8,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
494,0.005473731289884064,9,2,8,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
495,0.005500039132908378,12,1,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
496,0.005504345404056436,9,2,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
497,0.005509040997338215,12,2,8,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
498,0.005512902874229824,9,1,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
499,0.0055151840280907366,9,2,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
500,0.005534439300503091,9,2,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
501,0.005552594055823763,9,1,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
502,0.005557965402855677,9,0,8,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
503,0.005557986133373721,9,0,8,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
504,0.005563111942100185,12,1,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
506,0.005577515739679919,12,0,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
505,0.005577515739679919,12,0,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
507,0.0055938257176756075,12,2,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
508,0.005611765057315114,9,1,8,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
510,0.005638173087183278,9,0,8,1e-06,0.2,0.5,0.2,elu,1.0,16,200
509,0.005638173087183278,9,0,8,1e-06,0.2,0.5,0.5,elu,1.0,16,200
511,0.005676922565414671,9,0,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
512,0.005676922565414671,9,0,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
513,0.00568941862558175,12,2,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
514,0.005696292293519414,9,2,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
515,0.00573306724172316,9,2,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
516,0.005735960442332684,9,0,8,1e-06,0.2,0.5,0.5,elu,1.0,32,200
517,0.005735960442332684,9,0,8,1e-06,0.2,0.5,0.2,elu,1.0,32,200
518,0.005758567408952401,9,0,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
519,0.0057586766886350785,9,0,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
520,0.0057613096205678714,9,1,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
521,0.005764969714391011,12,0,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
522,0.005764969714391011,12,0,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
523,0.005768931168529,12,1,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
524,0.005790673353290239,12,0,8,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
525,0.005790706788309989,12,0,8,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
526,0.005838016403220907,12,1,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
527,0.005843861500196444,9,2,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
528,0.0058553743254083,12,1,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
529,0.00585549356569949,9,2,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
530,0.0058655224087345356,9,1,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
531,0.005872034362074024,12,2,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
532,0.005878848928687093,9,0,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
533,0.005878913788563829,9,0,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
534,0.005880899534668061,9,1,8,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
535,0.005891614581140464,12,2,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
536,0.005907923970250137,12,0,6,1e-06,0.2,0.2,0.2,tanh,1.0,16,200
537,0.005907928926401953,12,0,6,1e-06,0.2,0.2,0.5,tanh,1.0,16,200
538,0.005977909535381135,12,1,8,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
539,0.00598932677887364,9,1,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
540,0.006021806061678112,9,2,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
541,0.006024916565089422,12,1,8,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
542,0.006080753481187434,9,0,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
543,0.006080980645394359,9,0,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
544,0.006095912842112918,9,2,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
545,0.0061486092011495365,12,0,6,1e-06,0.5,0.2,0.2,elu,1.0,16,200
546,0.0061486092011495365,12,0,6,1e-06,0.5,0.2,0.5,elu,1.0,16,200
547,0.006148686671371385,9,1,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
548,0.006155061012919454,12,1,8,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
549,0.006216972149127125,12,1,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
550,0.006233659778178695,9,1,8,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
551,0.006234364929675611,9,2,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
552,0.0062438815842549966,12,2,6,1e-06,0.2,0.0,0.2,rbf,1.0,16,200
553,0.006244870521030575,9,2,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
554,0.0062552880644062715,9,0,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
555,0.006255315282553362,9,0,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
556,0.006273916673157616,9,2,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
557,0.006291117846918674,12,2,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
559,0.006320092410071712,12,0,6,1e-06,0.5,0.2,0.2,elu,1.0,32,200
558,0.006320092410071712,12,0,6,1e-06,0.5,0.2,0.5,elu,1.0,32,200
560,0.006355890078809097,12,1,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
561,0.006359689713819236,12,2,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
562,0.006359821712525584,9,1,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
563,0.006363360505005636,12,1,8,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
564,0.00638542698640713,12,2,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
565,0.006395920014336106,9,2,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
566,0.0063963020318057355,12,0,6,1e-06,0.5,0.2,0.2,tanh,1.0,16,200
567,0.006396304056893482,12,0,6,1e-06,0.5,0.2,0.5,tanh,1.0,16,200
568,0.006414245057386585,12,2,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
569,0.006456631588725112,12,1,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
570,0.006460654815225634,12,2,8,1e-06,0.2,0.0,0.5,elu,1.0,512,200
571,0.006476532351154828,12,2,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
572,0.006481726380748637,9,1,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
573,0.006511537064056515,9,2,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
574,0.006540953030121488,9,2,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
575,0.006571855429749308,12,2,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
576,0.006621736964983184,12,0,6,1e-06,0.2,0.2,0.5,tanh,1.0,32,200
577,0.006621736964983184,12,0,6,1e-06,0.2,0.2,0.2,tanh,1.0,32,200
578,0.00662431560395405,12,2,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
579,0.006649745000133839,12,2,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
580,0.006671011725114143,9,2,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
581,0.006679769694620353,12,2,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
582,0.0066820944601565894,9,2,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
583,0.0066892996546800655,9,1,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
584,0.006778404231601597,9,1,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
585,0.0068122599095513155,12,1,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
586,0.006812924076516046,12,1,6,1e-06,0.2,0.0,0.5,rbf,1.0,16,200
